author,quote,quote_words,quote_compound,quote_positive,quote_negative,tags,tags_words
P.C. Cast & Kristin Cast,"Give me strength, not to be better than my enemies, but to defeat my greatest enemy, the doubts within myself. Give me strength for a straight back and clear eyes, so when life fades, as the setting sun, my spirit may come to you without shame.",Give strength better enemies defeat greatest enemy doubts within Give strength straight back clear eyes life fades setting sun spirit may come without shame,0.8539,0.482,0.258,"['cherokee', 'inspirational', 'life', 'strength']","cherokee,inspirational,life,strength"
Vince Lombardi,It's not whether you got knocked down; it's whether you get back up.,whether got knocked whether get back,0.0,0.0,0.0,['inspirational'],inspirational
Roy T. Bennett,Your beliefs affect your choices. Your choices shape your actions. Your actions determine your results. The future you create depends upon the choices you make and the actions you take today.,beliefs affect choices choices shape actions actions determine results future create depends upon choices make actions take today,0.2732,0.11,0.0,"['action', 'belief', 'beliefs', 'believe', 'choice', 'choices', 'decision', 'future', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']","action,belief,beliefs,believe,choice,choices,decision,future,inspiration,inspirational,inspirational-quotes,inspire,inspiring,leader,leaders,leadership,life,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking"
Ellen Degeneres,"Things will get easier, people's minds will change, and you should be alive to see it.",Things get easier people's minds change alive see,0.6597,0.474,0.0,"['bullying', 'ellen-degeneres', 'hope', 'inspirational', 'life']","bullying,ellen-degeneres,hope,inspirational,life"
Steve Maraboli,"Once your mindset changes, everything on the outside will change along with it.",mindset changes everything outside change along,0.0,0.0,0.0,"['agreement-with-reality', 'change', 'inspirational', 'life', 'mindset', 'motivational']","agreement-with-reality,change,inspirational,life,mindset,motivational"
Indira Gandhi,You can't shake hands with a clenched fist.,can't shake hands clenched fist,0.1326,0.275,0.0,['inspirational'],inspirational
Immanuel Kant,"Rules for happiness: something to do, someone to love, something to hope for.",Rules happiness something someone love something hope,0.8934,0.728,0.0,"['happiness', 'happy-life', 'hope', 'inspirational', 'life', 'love']","happiness,happy-life,hope,inspirational,life,love"
Thomas Merton,"Souls are like athletes, that need opponents worthy of them, if they are to be tried and extended and pushed to the full use of their powers, and rewarded according to their capacity.",Souls like athletes need opponents worthy tried extended pushed full use powers rewarded according capacity,0.8225,0.417,0.0,['inspirational'],inspirational
Charles Manson,Total paranoia is just total awareness.,Total paranoia total awareness,-0.25,0.0,0.4,"['government', 'inspirational', 'politics']","government,inspirational,politics"
Phil Lester,"Be yourself. Don't worry about what other people are thinking of you, because they're probably feeling the same kind of scared, horrible feelings that everyone does.",worry people thinking they're probably feeling kind scared horrible feelings everyone,-0.6597,0.243,0.46,"['advice', 'bullying', 'identity', 'individuality', 'inspirational', 'life', 'life-advice', 'peer-pressure']","advice,bullying,identity,individuality,inspirational,life,life-advice,peer-pressure"
Avril Lavigne,You're not alon,alon,0.0,0.0,0.0,['inspirational'],inspirational
Sivananda,This world is your best teacher. There is a lesson in everything. There is a lesson in each experience. Learn it and become wise. Every failure is a stepping stone to success. Every difficulty or disappointment is a trial of your faith. Every unpleasant incident or temptation is a test of your inner strength. Therefore nil desperandum. March forward hero!,world best teacher lesson everything lesson experience Learn become wise Every failure stepping stone success Every difficulty disappointment trial faith Every unpleasant incident temptation test inner strength Therefore nil desperandum March forward hero,0.8591,0.37,0.217,"['experience', 'inspirational', 'wisdom']","experience,inspirational,wisdom"
Vince Lombardi,"I firmly believe that any man's finest hour, the greatest fulfillment of all that he holds dear, is that moment when he has worked his heart out in a good cause and lies exhausted on the field of battle - victorious."" ","firmly believe man's finest hour greatest fulfillment holds dear moment worked heart good cause lies exhausted field battle  victorious"" ",0.4215,0.317,0.258,['inspirational'],inspirational
Paulo Coelho,Sometimes the best of gods gift's arrive by the shattering of all the window panes.,Sometimes best gods gift's arrive shattering window panes,0.6369,0.375,0.0,['inspirational'],inspirational
Maurice Maeterlinck,"When we lose one we love, our bitterest tears are called forth by the memory of hours when we loved not enough.",lose one love bitterest tears called forth memory hours loved enough,0.296,0.368,0.359,"['inspirational', 'lost', 'love']","inspirational,lost,love"
Paulo Coelho,"Life is short. Kiss slowly, laugh insanely, love truly and forgive quickly",Life short Kiss slowly laugh insanely love truly forgive quickly,0.9393,0.757,0.0,['inspirational'],inspirational
Mark Gorman,"Leaders live by choice, not by accident.",Leaders live choice accident,-0.4767,0.0,0.508,"['choice', 'dreams', 'goals', 'inspirational', 'leaders', 'leadership', 'mark-gorman', 'winning']","choice,dreams,goals,inspirational,leaders,leadership,mark-gorman,winning"
Sojourner Truth,"I'm not going to die, I'm going home like a shooting star.",I'm going die I'm going home like shooting star,-0.34,0.187,0.291,"['humor', 'inspirational']","humor,inspirational"
Mother Teresa,I prefer you to make mistakes in kindness than work miracles in unkindness.,prefer make mistakes kindness work miracles unkindness,0.128,0.286,0.238,"['inspirational', 'kindness']","inspirational,kindness"
Joanna R. Macy,"If the world is to be healed through human efforts, I am convinced it will be by ordinary people, people whose love for this life is even greater than their fear.",world healed human efforts convinced ordinary people people whose love life even greater fear,0.7351,0.416,0.142,['inspirational'],inspirational
George E. Woodberry,Defeat is not the worst of failures. Not to have tried is the true failure.,Defeat worst failures tried true failure,-0.891,0.163,0.779,"['defeat', 'failure', 'inspirational', 'trying']","defeat,failure,inspirational,trying"
Nizar Qabbani,Light is more important than the lantern,Light important lantern,0.2023,0.474,0.0,"['inspirational', 'lantern', 'light', 'poem']","inspirational,lantern,light,poem"
A.A. Bell,I'm not afraid of dying. I'm afraid I'll never get a chance to live!,I'm afraid dying I'm afraid I'll never get chance live,-0.1877,0.0,0.162,"['crime', 'diamond-eyes', 'fantasy', 'humour', 'inspirational', 'science-fiction', 'thriller']","crime,diamond-eyes,fantasy,humour,inspirational,science-fiction,thriller"
Anne Frank,I've learned one thing: you can only really get to know a person after a row. Only then can you judge their true character!,I've learned one thing really get know person row judge true character,0.4215,0.203,0.0,"['humour', 'inspirational']","humour,inspirational"
Traci Medford-Rosow,"As Kevin climbed the three flights of stairs to his apartment, his brain formulated a vague plan of action. He could not have explained it to anyone or even to himself in coherent sentences. But the outline was there in Kevin’s subconscious. It would not only change his life, but many others, as well",Kevin climbed three flights stairs apartment brain formulated vague plan action could explained anyone even coherent sentences outline Kevin’s subconscious would change life many others well,0.2263,0.119,0.051,"['call-to-action', 'hope', 'inspiration', 'inspirational', 'inspirational-attitude', 'life']","call-to-action,hope,inspiration,inspirational,inspirational-attitude,life"
Voltaire,L'homme est libre au moment qu'il veut l'être.,L'homme est libre au moment qu'il veut l'être,0.0,0.0,0.0,"['inspirational', 'philosophy']","inspirational,philosophy"
Farid Attar,The home we seek is in eternity,home seek eternity,0.0,0.0,0.0,['inspirational'],inspirational
Anthony Robbins,"In life, you need either inspiration or desperation.",life need either inspiration desperation,0.1027,0.362,0.319,['inspirational'],inspirational
Lucy Maud Montgomery,"When I left Queen's my future seemed to stretch out before me like a straight road. I thought I could see along it for many a milestone. Now there is a bend in it. I don't know what lies around the bend, but I'm going to believe that the best does.",left Queen's future seemed stretch like straight road thought could see along many milestone bend know lies around bend I'm going believe best,0.7003,0.283,0.092,['inspirational'],inspirational
Kazuo Ishiguro,"If you are under the impression you have already perfected yourself, you will never rise to the heights you are no doubt capable of.",impression already perfected never rise heights doubt capable,0.8523,0.72,0.0,"['inspirational', 'life-experience', 'self-development']","inspirational,life-experience,self-development"
Norton Juster,"... what you learn today, for no reason at all, will help you discover all the wonderful secrets of tomorrow.", learn today reason help discover wonderful secrets tomorrow,0.7506,0.516,0.0,"['curiosity', 'education', 'inspirational', 'pure-science']","curiosity,education,inspirational,pure-science"
Ronald Regan,The future doesn't belong to the light-hearted. It belongs to the brave.,future belong lighthearted belongs brave,0.7351,0.674,0.0,"['bravery', 'inspirational', 'reagan']","bravery,inspirational,reagan"
David Livingstone,"God, send me anywhere, only go with me. Lay any burden on me, only sustain me. And sever any tie in my heart except the tie that binds my heart to Yours.",God send anywhere go Lay burden sustain sever tie heart except tie binds heart,-0.2023,0.124,0.171,"['god', 'inspirational']","god,inspirational"
Isak Dinesen,"When you have a great and difficult task, something perhaps almost impossible, if you only work a little at a time, every day a little, suddenly the work will finish itself.",great difficult task something perhaps almost impossible work little time every day little suddenly work finish,0.3818,0.199,0.121,"['hope', 'inspirational', 'perseverance']","hope,inspirational,perseverance"
Ray Bradbury,Sometimes you just have to jump out the window and grow wings on the way down.,Sometimes jump window grow wings way,0.0,0.0,0.0,['inspirational'],inspirational
Mary Oliver,Last Night the Rain Spoke to Me,Last Night Rain Spoke,0.0,0.0,0.0,"['beauty', 'happiness', 'inspirational', 'love', 'rain']","beauty,happiness,inspirational,love,rain"
Steve Maraboli,Stop blaming outside circumstances for your inside chaos.,Stop blaming outside circumstances inside chaos,-0.8442,0.0,0.752,"['chaos', 'circumstances', 'inspirational', 'motivational', 'success']","chaos,circumstances,inspirational,motivational,success"
Nelson Mandela,I AM THE MASTER OF MY FATE AND THE CAPTAIN OF MY DESTINY.,MASTER FATE CAPTAIN DESTINY,0.0,0.0,0.0,['inspirational'],inspirational
Pete Wentz,Everyones greatest fantasy is to walk away from the life (they think)you lead,Everyones greatest fantasy walk away life (they think)you lead,0.6369,0.344,0.0,"['heartbreak', 'inspirational', 'true-to-life']","heartbreak,inspirational,true-to-life"
Aaron Sorkin,Can you say why America is the greatest country in the world,say America greatest country world,0.6369,0.512,0.0,"['america', 'country', 'greatest', 'inspirational', 'life', 'monologue', 'scene', 'the-newsroom', 'tv-series', 'world']","america,country,greatest,inspirational,life,monologue,scene,the-newsroom,tv-series,world"
Isaac Asimov,It has been my philosophy of life that difficulties vanish when faced boldly.,philosophy life difficulties vanish faced boldly,0.0772,0.287,0.253,"['bravery', 'business', 'challenge', 'inspirational', 'motivation', 'strength', 'work']","bravery,business,challenge,inspirational,motivation,strength,work"
Jackson Pearce,"Books didn’t make me wallow in darkness, darkness made me wallow in books.",Books didn’t make wallow darkness darkness made wallow books,-0.4588,0.0,0.364,"['books', 'inspirational', 'reading', 'teens']","books,inspirational,reading,teens"
Criss Jami,"If you're waiting until you feel talented enough to make it, you'll never make it.",waiting feel talented enough make never make,0.5106,0.355,0.0,"['action', 'actor', 'ambition', 'athlete', 'bravery', 'business', 'career', 'concern', 'confidence', 'contentment', 'courage', 'determination', 'doubt', 'dreams', 'emotions', 'encouraging', 'faith', 'fear', 'feelings', 'follow-your-dreams', 'gift', 'good-enough', 'insecurity', 'inspirational', 'just-do-it', 'just-do-something', 'motivational', 'musician', 'passion', 'perseverance', 'persistence', 'pursue-your-dreams', 'risk', 'security', 'skill', 'success', 'take-action', 'talent', 'worry']","action,actor,ambition,athlete,bravery,business,career,concern,confidence,contentment,courage,determination,doubt,dreams,emotions,encouraging,faith,fear,feelings,follow-your-dreams,gift,good-enough,insecurity,inspirational,just-do-it,just-do-something,motivational,musician,passion,perseverance,persistence,pursue-your-dreams,risk,security,skill,success,take-action,talent,worry"
R. Kelly,"I belive I can fly, I believe I can touch the sky. ",belive fly believe touch sky ,0.0,0.0,0.0,"['dreams', 'inspirational']","dreams,inspirational"
Nancy D. Solomon,You get in life what you have the courage to ask for.,get life courage ask,0.4939,0.516,0.0,"['courage', 'inspirational', 'leadership']","courage,inspirational,leadership"
Hlovate,Hidup hanya ada erti pada yang bahagia.,Hidup hanya ada erti pada yang bahagia,0.0,0.0,0.0,"['inspirational', 'life', 'truth']","inspirational,life,truth"
Francesca Lia Block,"Stories are like genies...They can carry us into and though our sorrows. Sometimes they burn, sometimes they dance, sometimes they weep, sometimes they sing. Like genies, everyone has one. Like genies, sometimes we forget that we do",Stories like geniesThey carry us though sorrows Sometimes burn sometimes dance sometimes weep sometimes sing Like genies everyone one Like genies sometimes forget,-0.1779,0.229,0.251,['inspirational'],inspirational
Robert M Drake,Maybe I hope too much. Maybe I dream too much or maybe I love too much to just give up on you.,Maybe hope much Maybe dream much maybe love much give,0.8442,0.565,0.0,"['happyquotes', 'hope', 'inspirational', 'inspirationalquotes', 'inspired', 'instadaily', 'instaquote', 'lovequotes', 'pinquotes', 'poems', 'poetry', 'quote', 'quoteoftheday', 'quotes', 'relationships', 'rmdrake', 'sadquotes', 'sayings', 'spokenword', 'tattoo', 'typewriter', 'vsco', 'writer', 'writing']","happyquotes,hope,inspirational,inspirationalquotes,inspired,instadaily,instaquote,lovequotes,pinquotes,poems,poetry,quote,quoteoftheday,quotes,relationships,rmdrake,sadquotes,sayings,spokenword,tattoo,typewriter,vsco,writer,writing"
Hazrat Ali Ibn Abu-Talib A.S,"There is no rest for the person who has envy, and there is no love for the person who has bad manners.",rest person envy love person bad manners,-0.1027,0.304,0.406,"['inspirational', 'manners']","inspirational,manners"
Thomas Merton,"It is therefore of supreme importance that we consent to live not for ourselves but for others. When we do this we will be able first of all to face and accept our own limitations. As long as we secretly adore ourselves, our own deficiencies will remain to torture us with an apparent defilement. But if we live for others, we will gradually discover that no expects us to be 'as gods'. We will see that we are human, like everyone else, that we all have weaknesses and deficiencies, and that these limitations of ours play a most important part in all our lives. It is because of them that we need others and others need us. We are not all weak in the same spots, and so we supplement and complete one another, each one making up in himself for the lack in another.",therefore supreme importance consent live others able first face accept limitations long secretly adore deficiencies remain torture us apparent defilement live others gradually discover expects us 'as gods' see human like everyone else weaknesses deficiencies limitations play important part lives need others others need us weak spots supplement complete one another one making lack another,0.8074,0.277,0.154,"['acceptance', 'compassion', 'inspirational']","acceptance,compassion,inspirational"
Sylvia Plath,I was my own woman,woman,0.0,0.0,0.0,"['inspirational', 'women-s-strength']","inspirational,women-s-strength"
Frederick William Faber,"There are souls in this world who have the gift of finding joy everywhere, and leaving it behind them when they go.",souls world gift finding joy everywhere leaving behind go,0.7717,0.489,0.0,"['gift', 'inspirational', 'joy']","gift,inspirational,joy"
Vince Lombardi,"Perfection is not attainable, but if we chase perfection we can catch excellence",Perfection attainable chase perfection catch excellence,0.91,0.793,0.0,"['excellence', 'inspirational']","excellence,inspirational"
Les Brown,Live out of your imagination instead of out of your memory.,Live imagination instead memory,0.0,0.0,0.0,"['inspirational', 'les-brown', 'motivational']","inspirational,les-brown,motivational"
Colleen Hoover,There are moments in every relationship that define when two people start to fall in love,moments every relationship define two people start fall love,0.6369,0.344,0.0,"['inspirational', 'love', 'poetry', 'slam-poetry']","inspirational,love,poetry,slam-poetry"
Richard G. Scott,We become what we want to be by consistently being what we want to become each day.,become want consistently want become day,0.1531,0.394,0.0,"['inspirational', 'religious', 'self-determination', 'self-improvement']","inspirational,religious,self-determination,self-improvement"
Sara Raasch,The most powerful magic of all is choice.,powerful magic choice,0.4215,0.583,0.0,"['inspirational', 'motivational']","inspirational,motivational"
C. Joybell C.,"The coward says in his heart “There is no love.” Because, standing in the shadows of the big, grand, and powerful existence of love, his small spirit is left feeling even smaller and less significant. And so he chooses to deny the existence of love altogether. Because he is too small to have it.",coward says heart “There love” standing shadows big grand powerful existence love small spirit left feeling even smaller less significant chooses deny existence love altogether small,0.9148,0.461,0.125,"['cowardice', 'inspirational', 'inspirational-quotes', 'love', 'power-of-love', 'the-coward']","cowardice,inspirational,inspirational-quotes,love,power-of-love,the-coward"
Pema Chodron,I used to have a sign pinned up on my wall that read: Only to the extent that we expose ourselves over and over to annihilation can that which is indestructible be found in us...It was all about letting go of everything.,used sign pinned wall read extent expose annihilation indestructible found usIt letting go everything,0.0,0.105,0.105,['inspirational'],inspirational
Alice Sebold,"My name is Salmon, like the fish; first name, Susie. I was fourteen when I was murdered.",name Salmon like fish first name Susie fourteen murdered,-0.4404,0.18,0.317,"['first-lines', 'inspirational', 'life-and-death', 'opening-lines']","first-lines,inspirational,life-and-death,opening-lines"
Richard Bach,A tiny change today brings a dramatically different tomorrow.,tiny change today brings dramatically different tomorrow,0.0,0.0,0.0,"['change', 'inspirational']","change,inspirational"
Neil Gaiman,"She could hear, some way off, her brothers calling to each other in the woods behind the house. She hoped desperately that their game wouldn't bring them any closer, that they wouldn't scare the birds away",could hear way brothers calling woods behind house hoped desperately game bring closer scare birds away,-0.4939,0.121,0.271,['inspirational'],inspirational
Fanny J. Crosby,"God will answer you prayers better than you think. Of course, one will not always get exactly what he has asked for....We all have sorrows and disappointments, but one must never forget that, if commended to God, they will issue in good....His own solution is far better than any we could conceive.",God answer prayers better think course one always get exactly asked forWe sorrows disappointments one must never forget commended God issue goodHis solution far better could conceive,0.6072,0.349,0.2,"['christian', 'inspirational', 'prayer', 'spiritual']","christian,inspirational,prayer,spiritual"
L.J. Smith,Maybe it just means that love can be stronger than fear.,Maybe means love stronger fear,0.5574,0.567,0.267,"['inspirational', 'love', 'truth', 'wisdom']","inspirational,love,truth,wisdom"
Roy T. Bennett,Dedicate yourself to what gives your life true meaning and purpose; make a positive difference in someone's life.,Dedicate gives life true meaning purpose make positive difference someone's life,0.7506,0.416,0.0,"['dedication', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'purpose']","dedication,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,purpose"
Hazrat Ali Ibn Abu-Talib A.S,Patience ensures victory.,Patience ensures victory,0.0,0.0,0.0,"['inspirational', 'patience', 'victory']","inspirational,patience,victory"
William Shakespeare,"Out, out brief candle, life is but a walking shadow...a tale told by an idiot, full of sound and fury, signifying nothing.",brief candle life walking shadowa tale told idiot full sound fury signifying nothing,-0.7906,0.0,0.389,"['book-title', 'inspirational', 'life', 'tragic']","book-title,inspirational,life,tragic"
Christopher Paolini,"Consider non your superior, whatever their rank or station in life. Treat all fairly or they will seek revenge. Be careful with your money. Hold fast to your belief and others will listen."" he continued at a slower pace, "" of the affairs of love ... my only advice is to be honest. thats your most powerfull too to unlock a heart or gain forgiveness. that is all i have to say""Garrow to Roran p 64","Consider non superior whatever rank station life Treat fairly seek revenge careful money Hold fast belief others listen"" continued slower pace "" affairs love  advice honest thats powerfull unlock heart gain forgiveness say""Garrow Roran p 64",0.9468,0.414,0.068,"['inspirational', 'wisdom']","inspirational,wisdom"
Santosh Kalwar,"Wake up, Shake up, Make up and Break up; life is all about moving like ant in search of sugar not sand.",Wake Shake Make Break life moving like ant search sugar sand,0.2023,0.189,0.129,"['inspirational', 'life', 'love']","inspirational,life,love"
Ron Currie Jr.,"Everything ends, and Everything matters",Everything ends Everything matters,0.0258,0.268,0.0,"['inspirational', 'meaning-of-life']","inspirational,meaning-of-life"
Buddha Siddhartha Guatama Shakyamuni,a dog is not considered a good dog because he is a good barker. a man is not considered a good man because he is a good talker.,dog considered good dog good barker man considered good man good talker,0.891,0.592,0.0,['inspirational'],inspirational
Lauryn Hill,Now don't you understand man universal la,understand man universal la,0.0,0.0,0.0,['inspirational'],inspirational
Rudyard Kipling,Buy a pup and your money will bu,Buy pup money bu,0.0,0.0,0.0,['inspirational'],inspirational
Bob Ong,"Nalaman kong habang lumalaki ka, maraming beses kang madadapa. Bumangon ka man ulit o hindi, magpapatuloy ang buhay, iikot ang mundo, at mauubos ang oras.",Nalaman kong habang lumalaki ka maraming beses kang madadapa Bumangon ka man ulit hindi magpapatuloy ang buhay iikot ang mundo mauubos ang oras,0.0,0.0,0.0,"['bob-ong', 'inspirational', 'life']","bob-ong,inspirational,life"
Marilyn Vos Savant,Being defeated is often a temporary condition. Giving up is what makes it permanent.,defeated often temporary condition Giving makes permanent,-0.1779,0.229,0.295,"['inspirational', 'motivational']","inspirational,motivational"
Steve Harvey,"If you are her man, she will talk to you until there jus",man talk jus,0.0,0.0,0.0,['inspirational'],inspirational
Osho,"Love is not a relationship, love is a state of being; it has nothing to do with anybody else. One is not ""in love"", one is love. And of course when one is love, one is in love – but that is an outcome, a by-product, that is not the source. The source is that one is love.","Love relationship love state nothing anybody else One ""in love"" one love course one love one love – outcome byproduct source source one love",0.9854,0.648,0.0,"['inspirational', 'life', 'love', 'philosophy', 'wisdom']","inspirational,life,love,philosophy,wisdom"
Sherrilyn Kenyon,Tragedy and adversary are the stones we sharpen our swords against so we can fight new battles.,Tragedy adversary stones sharpen swords fight new battles,-0.886,0.0,0.74,"['akri', 'inspirational']","akri,inspirational"
Marie Sexton,"You can’t control what others think. The only thing you can control is yourself. Some people will look down on you for your choices in life, no matter what they are. You can’t do anything about that. The only thing you can do is decide how to live your own life. And to hell with everybody else",can’t control others think thing control people look choices life matter can’t anything thing decide live life hell everybody else,-0.6705,0.046,0.194,"['choices', 'inspirational', 'life']","choices,inspirational,life"
Confucius,No lake so still but it has its wave,lake still wave,0.0,0.0,0.0,"['inspirational', 'life', 'philosophy']","inspirational,life,philosophy"
John Piper,"Your daddy is standing in a swimming pool out a little bit from the edge. You are, let’s say, three years old and standing on the edge of the pool. Daddy holds out his arms to you and says, “Jump, I’ll catch you. I promise.” Now, how do you make your daddy look good at that moment? Answer: trust him and jump. Have faith in him and jump. That makes him look strong and wise and loving. But if you won’t jump, if you shake your head and run away from the edge, you make your daddy look bad. It looks like you are saying, “he can’t catch me” or “he won’t catch me” or “it’s not a good idea to do what he tells me to do.” And all three of those make your dad look bad",daddy standing swimming pool little bit edge let’s say three years old standing edge pool Daddy holds arms says “Jump I’ll catch promise” make daddy look good moment Answer trust jump faith jump makes look strong wise loving won’t jump shake head run away edge make daddy look bad looks like saying “he can’t catch me” “he won’t catch me” “it’s good idea tells do” three make dad look bad,0.9432,0.267,0.094,['inspirational'],inspirational
Sapardi Djoko Damono,Secangkir kopi yang dengan tenang menunggu kau minum itu tidak pernah mengusut kenapa kau bisa membedakan aromanya dari asap yang setiap hari kau hirup ketika berangkat dan pulang kerja di kota yang semakin tidak bisa mengerti kenapa mesti ada secangkir kopi yang tersedia di atas meja setiap pagi,Secangkir kopi yang dengan tenang menunggu kau minum itu tidak pernah mengusut kenapa kau bisa membedakan aromanya dari asap yang setiap hari kau hirup ketika berangkat dan pulang kerja di kota yang semakin tidak bisa mengerti kenapa mesti ada secangkir kopi yang tersedia di atas meja setiap pagi,0.0,0.0,0.0,['inspirational'],inspirational
Che Guevarra,The best form of saying is being,best form saying,0.6369,0.677,0.0,"['inspirational', 'leadership']","inspirational,leadership"
Billy Graham,We are the Bibles the world is reading; We are the creeds the world is needing; We are the sermons the world is heeding.,Bibles world reading creeds world needing sermons world heeding,0.0,0.0,0.0,"['christian', 'christian-behavior', 'inspirational', 'religion', 'religious']","christian,christian-behavior,inspirational,religion,religious"
Cath Crowley,"If you don't want a generation of robots, fund the arts!",want generation robots fund arts,0.0772,0.245,0.0,"['art', 'inspirational', 'robots']","art,inspirational,robots"
Theodore Roosevelt,Only those are fit to live who do not fear to die; and none are fit to die who have shrunk from the joy of life and the duty of life. Both life and death are parts of the same Great Adventure.,fit live fear die none fit die shrunk joy life duty life life death parts Great Adventure,-0.1779,0.399,0.391,['inspirational'],inspirational
Anne Mccaffrey,"A real scientist solves problems, not wails that they are unsolvable.",real scientist solves problems wails unsolvable,-0.1531,0.239,0.307,"['giving-up', 'humor', 'inspirational', 'science']","giving-up,humor,inspirational,science"
Christopher Isherwood,"If it’s going to be a world with no time for sentiment, it’s not a world that I want to live in.",it’s going world time sentiment it’s world want live,0.0772,0.14,0.0,"['humanity-and-society', 'inspirational', 'sentiment']","humanity-and-society,inspirational,sentiment"
Edmund Burke,Nobody made a greater mistake than he who did nothing because he could do only a little.,Nobody made greater mistake nothing could little,0.0258,0.253,0.242,"['incrementalism', 'inspirational']","incrementalism,inspirational"
Steve Maraboli,"Accept yourself, your strengths, your weaknesses, your truths, and know what tools you have to fulfill your purpose.",Accept strengths weaknesses truths know tools fulfill purpose,0.8176,0.667,0.152,"['acceptance-of-oneself', 'inspirational', 'life', 'motivational', 'purpose', 'strengths', 'tools', 'truth', 'weaknesses']","acceptance-of-oneself,inspirational,life,motivational,purpose,strengths,tools,truth,weaknesses"
David Levithan,We pencil-sketch our previous life so we can contrast it to the technicolor of the moment. ,pencilsketch previous life contrast technicolor moment ,0.0,0.0,0.0,['inspirational'],inspirational
Cameron Dokey,"Unhappy memories are persistent. They're specific, and it's the details that refuse to leave us alone. Though a happy memory may stay with you just as long as one that makes you miserable, what you remember softens over time. What you recall is simply that you were happy, not necessarily the individual moments that brought about your joy",Unhappy memories persistent They're specific details refuse leave us alone Though happy memory may stay long one makes miserable remember softens time recall simply happy necessarily individual moments brought joy,0.4215,0.251,0.256,"['inspirational', 'memories']","inspirational,memories"
Spencer W. Kimball,"Jesus said several times, “Come, follow me.” His was a program of “do what I do,” rather than “do what I say.” His innate brilliance would have permitted him to put on a dazzling display, but that would have left his followers far behind. He walked and worked with those he was to serve. His was not a long-distance leadership. He was not afraid of close friendships; he was not afraid that proximity to him would disappoint his followers. The leaven of true leadership cannot lift others unless we are with and serve those to be led.",Jesus said several times “Come follow me” program “do do” rather “do say” innate brilliance would permitted put dazzling display would left followers far behind walked worked serve longdistance leadership afraid close friendships afraid proximity would disappoint followers leaven true leadership cannot lift others unless serve led,0.765,0.169,0.049,"['inspirational', 'lds', 'leadership']","inspirational,lds,leadership"
Laurell K. Hamilton,"No name-calling truly bites deep unless, in some dark part of us, we believe it. If we are confident enough then it is just noise.",namecalling truly bites deep unless dark part us believe confident enough noise,0.7269,0.379,0.0,"['confidence', 'inspirational']","confidence,inspirational"
Elizabeth Gilbert,"We're miserable because we think that we are mere individuals, alone with our fears and flaws and resentment and mortality.",We're miserable think mere individuals alone fears flaws resentment mortality,-0.872,0.0,0.645,"['inspirational', 'self-esteem']","inspirational,self-esteem"
Marjane Satrapi,"I want to be justice, love and the wrath of God all in one.",want justice love wrath God one,0.875,0.846,0.0,"['inspirational', 'revolution']","inspirational,revolution"
Winston S. Churchill,"This is not the end, this is not even the beginning of the end, this is just perhaps the end of the beginning.",end even beginning end perhaps end beginning,0.0,0.0,0.0,"['inspirational', 'life', 'winning']","inspirational,life,winning"
Jimmy Buffett,I'd rather die while I'm living than live while I'm dead. ,I'd rather die I'm living live I'm dead ,-0.8481,0.0,0.577,"['inspirational', 'zombie']","inspirational,zombie"
Gabriel García Márquez,"Muchos años después, frente al pelotón de fusilamiento, el coronel Aureliano Buendía había de recordar aquella tarde remota en que su padre lo llevó a conocer el hielo. Macondo era entonces una aldea de 20 casas de barro y cañabrava construidas a la orilla de un río de aguas diáfanas que se precipitaban por un lecho de piedras pulidas, blancas y enormes como huevos prehistóricos. El mundo era tan reciente, que muchas cosas carecían de nombre, y para mencionarlas había que señalarlas con el dedo"".","Muchos años después frente al pelotón de fusilamiento el coronel Aureliano Buendía había de recordar aquella tarde remota en que su padre lo llevó conocer el hielo Macondo era entonces una aldea de 20 casas de barro cañabrava construidas la orilla de un río de aguas diáfanas que se precipitaban por un lecho de piedras pulidas blancas enormes como huevos prehistóricos El mundo era tan reciente que muchas cosas carecían de nombre para mencionarlas había que señalarlas con el dedo""",0.0,0.0,0.0,['inspirational'],inspirational
Norman Vincent Peale,"When you get up in the morning, you have two choices - either to be happy or to be unhappy. Just choose to be happy",get morning two choices  either happy unhappy choose happy,0.6808,0.457,0.173,['inspirational'],inspirational
Leo Buscaglia,"Only when we give joyfully, without hesitation or thought of gain, can we truly know what love means.",give joyfully without hesitation thought gain truly know love means,0.8637,0.615,0.137,"['inspirational', 'love']","inspirational,love"
